,name,ufc_record,nickname,height,reach,weight,stance,DOB,SLpM,SApM,Str_Acc_pct,Str_Def_pct,TD_Avg,TD_Acc_pct,TD_Def_pct,Sub_Avg
165,Marcus Aurelio, 22-10-0,MAXIMUS," 5' 10"""," 74""",1.3, Orthodox," Aug 18, 1973",1.42,2.27,33.0,59.0,1.69,27.0,27.0,1.3
166,David Avellan, 2-1-0,," 5' 9""", --,0.0, Orthodox, --,3.33,10.0,25.0,57.0,0.0,0.0,0.0,0.0
167,Blas Avena, 8-7-0 (1 NC),THE DISCIPLE," 6' 0"""," 74""",1.8, Orthodox," Jun 30, 1983",2.34,3.36,47.0,43.0,2.37,80.0,50.0,1.8
168,Levi Avera, 18-15-0,," 6' 1""", --,0.0,," May 17, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Anthony Avila, 13-5-0,," 5' 7""", --,0.0,," Dec 29, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Chris Avila, 5-4-0,," 5' 10""", --,0.0, Orthodox," Jan 16, 1993",2.37,4.17,30.0,48.0,0.0,0.0,46.0,0.0
171,Julia Avila, 9-2-0,RAGING PANDA," 5' 7"""," 68""",0.3, Orthodox," May 11, 1988",3.18,2.86,44.0,55.0,0.67,33.0,61.0,0.3
172,Saad Awad, 20-9-0,ASSASSIN," 5' 11""", --,0.5,," Jun 07, 1983",2.13,1.87,26.0,60.0,0.5,16.0,100.0,0.5
173,Javy Ayala, 10-5-0,EYE CANDY," 6' 1""", --,0.0,," Aug 20, 1988",0.83,5.0,25.0,33.0,0.0,0.0,0.0,0.0
174,Jessin Ayari, 16-6-0,," 6' 0"""," 73""",0.3, Orthodox," May 31, 1992",3.53,3.59,37.0,58.0,0.0,0.0,50.0,0.3
175,Abu Azaitar, 14-3-1,CAPTAIN MOROCCO," 5' 9"""," 76""",0.0, Orthodox," Mar 10, 1986",5.21,5.35,44.0,50.0,0.5,25.0,40.0,0.0
176,Ottman Azaitar, 13-0-0,BULLDOZER," 5' 8"""," 71""",0.0, Switch," Feb 20, 1990",8.43,1.76,57.0,67.0,0.0,0.0,100.0,0.0
177,Luiz Azeredo, 15-10-0,," 5' 9""", --,0.3, Orthodox," Jun 10, 1976",2.16,2.76,39.0,57.0,1.07,50.0,45.0,0.3
178,Luciano Azevedo, 17-9-1,," 6' 3""", --,0.0, Orthodox," Jun 25, 1981",0.76,1.97,45.0,27.0,2.28,11.0,0.0,0.0
179,Hunter Azure, 9-2-0,," 5' 8"""," 69""",1.3, Orthodox," Mar 02, 1992",3.92,2.08,53.0,58.0,1.97,34.0,67.0,1.3
180,Niklas Backstrom, 11-3-0 (1 NC),," 6' 1""", --,2.2, Orthodox," Aug 22, 1989",1.12,3.65,41.0,40.0,2.92,80.0,72.0,2.2
181,Seth Baczynski, 20-14-0,THE POLISH PISTOLA," 6' 3"""," 75""",0.8, Orthodox," Oct 26, 1981",3.08,3.14,31.0,51.0,0.89,16.0,48.0,0.8
182,Ryan Bader, 23-5-0,DARTH," 6' 2"""," 74""",0.4, Orthodox," Jun 07, 1983",2.82,1.39,43.0,71.0,3.37,44.0,80.0,0.4
183,Izabela Badurek, 6-3-0,," 5' 5""", --,0.0, Orthodox," Jul 11, 1991",3.74,4.9,71.0,32.0,1.75,12.0,100.0,0.0
184,Miguel Baeza, 10-1-0,CARAMEL THUNDER," 6' 2"""," 74""",0.9, Orthodox," Aug 23, 1992",5.3,5.09,49.0,52.0,0.57,40.0,100.0,0.9
185,Ali Bagautinov, 15-6-0,PUNCHER," 5' 4"""," 65""",0.3, Orthodox," Jun 10, 1985",2.85,3.09,42.0,52.0,2.51,36.0,65.0,0.3
186,Mehdi Baghdad, 11-5-0,THE SULTAN," 6' 1""", --,0.0, Orthodox," Apr 13, 1985",3.13,4.56,30.0,46.0,0.0,0.0,33.0,0.0
187,Melsik Baghdasaryan, 5-1-0,THE GUN," 5' 9"""," 70""",0.0, Southpaw," Jan 28, 1992",6.8,3.8,64.0,53.0,0.0,0.0,75.0,0.0
188,Siyar Bahadurzada, 24-8-1,THE GREAT," 5' 11"""," 73""",0.3, Orthodox," Apr 17, 1984",2.91,3.23,40.0,49.0,1.32,61.0,62.0,0.3
189,Ignacio Bahamondes, 11-4-0,LA JAULA," 6' 3"""," 75""",0.0, Orthodox," Aug 27, 1997",7.91,6.4,41.0,51.0,0.0,0.0,100.0,0.0
190,Shamar Bailey, 16-11-0,," 5' 9"""," 75""",0.0, Southpaw," Sep 22, 1982",1.56,3.91,20.0,69.0,1.5,33.0,37.0,0.0
191,Jordan Bailey, 6-3-0,," 5' 9""", --,4.3,, --,1.74,0.29,40.0,0.0,4.35,100.0,0.0,4.3
192,Scott Baker, 1-1-0,," 6' 0""", --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Bryan Baker, 18-5-0,THE BEAST," 6' 3""", --,0.9, Orthodox," Oct 13, 1985",1.78,2.83,52.0,45.0,0.44,50.0,37.0,0.9
194,Oluwale Bamgbose, 6-4-0,HOLY WAR ANGEL," 5' 11"""," 78""",0.0, Switch," Aug 04, 1987",2.45,2.7,48.0,55.0,0.94,33.0,37.0,0.0
195,Stephen Banaszak, 5-5-0,," 6' 0""", --,1.9,," Dec 07, 1990",4.2,1.15,47.0,66.0,0.0,0.0,100.0,1.9
196,Marcin Bandel, 15-7-0,BOMBA," 5' 10""", --,0.0, Orthodox," Oct 10, 1989",0.79,5.26,50.0,23.0,0.0,0.0,0.0,0.0
197,Humberto Bandenay, 14-7-0 (1 NC),," 5' 11"""," 71""",0.5, Southpaw," Sep 04, 1994",2.22,4.79,41.0,41.0,2.9,46.0,62.0,0.5
198,Tae Hyun Bang, 18-10-0,SUPERNATURAL," 5' 9"""," 71""",0.5, Switch," Apr 15, 1983",2.72,2.07,38.0,66.0,0.49,33.0,57.0,0.5
199,Yohan Banks, 2-1-0,, --, --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Antonio Banuelos, 20-11-1,," 5' 5"""," 63""",0.4, Orthodox," Sep 23, 1979",2.69,3.15,33.0,58.0,1.62,62.0,86.0,0.4
201,Renan Barao, 34-9-0 (1 NC),THE BARON," 5' 6"""," 70""",0.5, Orthodox," Jan 31, 1987",3.78,3.9,36.0,57.0,1.49,41.0,91.0,0.5
202,Junior Barata, 9-3-1,," 5' 10""", --,0.0, Orthodox," Jan 25, 1982",4.03,8.46,33.0,34.0,0.0,0.0,0.0,0.0
203,Maycee Barber, 8-2-0,THE FUTURE," 5' 5"""," 65""",0.2, Switch," May 18, 1998",5.21,3.0,52.0,50.0,1.44,40.0,80.0,0.2
204,Bryan Barberena, 15-7-0,BAM BAM," 6' 0"""," 72""",0.5, Southpaw," May 03, 1989",5.48,4.7,48.0,45.0,0.23,28.0,60.0,0.5
205,Edson Barboza, 22-9-0,JUNIOR," 5' 11"""," 75""",0.1, Orthodox," Jan 21, 1986",4.16,4.15,44.0,59.0,0.42,44.0,78.0,0.1
206,Raoni Barcelos, 16-2-0,," 5' 7"""," 67""",0.6, Orthodox," May 01, 1987",5.39,4.36,52.0,66.0,1.79,56.0,92.0,0.6
207,Daniel Barez, 12-4-0,," 5' 6""", --,0.0,," Dec 10, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Luke Barnatt, 13-4-0,THE BIGSLOW," 6' 6"""," 77""",0.4, Orthodox," Apr 13, 1988",4.43,3.87,36.0,59.0,0.63,42.0,63.0,0.4
209,James Barnes, 7-2-0,," 5' 8""", --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Nick Barnes, 11-2-0,," 5' 11""", --,5.4,, --,2.86,8.93,29.0,51.0,5.36,100.0,100.0,5.4
211,Shonte Barnes, 5-1-1,SHYNE," 6' 0""", --,0.0,," Feb 09, 1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Josh Barnett, 35-8-0,THE WARMASTER," 6' 3"""," 78""",1.4, Orthodox," Nov 10, 1977",3.2,2.11,50.0,57.0,1.26,55.0,55.0,1.4
213,Chris Barnett, 21-7-0,BEASTBOY," 5' 9"""," 75""",0.0, Orthodox," Jun 14, 1986",4.64,8.43,38.0,40.0,0.0,0.0,0.0,0.0
214,Chris Barnhizer, 2-3-0,, --, --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,David Baron, 17-4-1,," 5' 6""", --,0.7, Switch," Feb 15, 1973",1.17,2.1,30.0,56.0,0.0,0.0,14.0,0.7
216,Phil Baroni, 15-18-0,THE NEW YORK BAD ASS," 5' 9"""," 72""",0.5, Orthodox," Apr 16, 1976",2.77,3.93,45.0,40.0,1.46,47.0,60.0,0.5
217,Dan Barrera, 3-1-0,THE FIREMAN," 5' 9""", --,0.0, Orthodox," Dec 23, 1980",0.8,1.2,70.0,28.0,1.0,8.0,0.0,0.0
218,Carlos Barreto, 14-9-0,," 6' 4""", --,0.0, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Jose Barreto, 0-1-0,, --, --,0.0, Southpaw, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Peter Barrett, 11-5-0,SLIPPERY," 5' 10"""," 73""",0.0, Southpaw," Aug 10, 1986",4.18,4.32,61.0,42.0,1.39,22.0,66.0,0.0
221,Marc-Andre Barriault, 12-4-0 (1 NC),POWERBAR," 6' 1"""," 74""",0.0, Orthodox," Feb 18, 1990",5.36,4.79,48.0,55.0,0.43,25.0,72.0,0.0
222,David Barrios, 4-8-0,," 5' 6""", --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Alexandre Barros, 22-11-0,BAIXINHO," 5' 9""", --,0.0, Southpaw," Nov 19, 1976",0.98,4.05,40.0,36.0,1.84,50.0,100.0,0.0
224,Ricardo Barros, 2-2-0,," 6' 1""", --,0.0,," Mar 22, 1976",0.0,8.22,0.0,31.0,0.0,0.0,100.0,0.0
225,Francimar Barroso, 19-7-0 (1 NC),BODAO," 6' 1"""," 75""",0.0, Orthodox," Feb 28, 1980",2.77,3.07,52.0,59.0,2.22,24.0,83.0,0.0
226,Pat Barry, 8-7-0,HD," 5' 11"""," 74""",0.2, Orthodox," Jul 07, 1979",2.72,3.54,52.0,59.0,0.0,0.0,76.0,0.2
227,Dean Barry, 3-1-0,THE SNIPER, --, --,0.0,," Mar 07, 1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Enrique Barzola, 17-5-2,EL FUERTE," 5' 7"""," 70""",0.3, Orthodox," Apr 28, 1989",3.91,2.97,41.0,68.0,4.2,45.0,66.0,0.3
229,Javid Basharat, 10-0-0,, --, --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,Stephen Bass, 11-2-0,BIGFISH," 5' 9""", --,0.0, Orthodox," Nov 14, 1982",4.87,5.87,52.0,55.0,0.0,0.0,0.0,0.0
231,Sean Bassett, 0-4-0,, --, --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Ryan Bastianelli, 6-7-0 (1 NC),RELENTLESS," 5' 5""", --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Shayna Baszler, 15-11-0,THE QUEEN OF SPADES," 5' 7""", --,1.3, Orthodox," Aug 08, 1980",2.49,6.36,30.0,51.0,0.67,18.0,44.0,1.3
234,Michel Batista, 4-1-0 (1 NC),," 6' 3""", --,0.0, Orthodox," Apr 20, 1984",0.0,4.03,0.0,40.0,6.72,50.0,0.0,0.0
235,Alan Baudot, 8-2-0,THE BLACK SAMOURAI," 6' 3"""," 79""",0.0, Orthodox," Feb 01, 1988",1.89,10.11,25.0,36.0,0.0,0.0,0.0,0.0
236,Mario Bautista, 8-2-0,," 5' 9"""," 69""",0.0, Switch," Jul 01, 1993",5.71,4.78,45.0,54.0,0.48,33.0,70.0,0.0
237,Chris Beal, 10-5-0,REAL DEAL," 5' 7"""," 69""",0.2, Orthodox," Aug 06, 1985",3.45,3.18,35.0,61.0,1.6,58.0,78.0,0.2
238,Rudy Bears, 16-15-0,," 5' 11""", --,0.0, Southpaw, --,1.27,2.53,29.0,50.0,0.0,0.0,0.0,0.0
239,Salvador Becerra, 5-2-0,," 5' 9""", --,0.0,, --,4.57,3.83,31.0,58.0,0.0,0.0,66.0,0.0
240,Ariel Beck, 4-5-0,," 5' 6"""," 66""",0.0, Southpaw," Sep 16, 1990",4.44,4.31,34.0,64.0,0.0,0.0,0.0,0.0
241,Jeff Bedard, 13-3-0,LITTLE POPEYE," 5' 6""", --,2.6, Orthodox," Feb 06, 1970",0.8,0.0,51.0,100.0,3.43,66.0,100.0,2.6
242,Eric Bedard, 6-7-0,LUCKY STRIKES," 6' 2""", --,0.0,," Sep 11, 1984",6.37,8.54,35.0,52.0,0.0,0.0,0.0,0.0
243,Johnny Bedford, 21-13-1 (1 NC),BRUTAL," 5' 10"""," 71""",0.0, Orthodox," Jan 06, 1983",4.53,1.75,50.0,63.0,1.83,62.0,62.0,0.0
244,Chase Beebe, 24-13-1,," 5' 7"""," 67""",0.9, Orthodox," Mar 29, 1985",2.17,1.64,38.0,69.0,2.49,42.0,41.0,0.9
245,Lyle Beerbohm, 24-3-0,FANCY PANTS," 5' 10""", --,0.3, Southpaw," Feb 05, 1979",1.98,1.61,55.0,54.0,2.1,23.0,64.0,0.3
246,Mirsad Bektic, 13-4-0,," 5' 8"""," 70""",0.4, Orthodox," Feb 16, 1991",2.43,1.8,41.0,57.0,3.98,52.0,92.0,0.4
247,Diana Belbita, 13-6-0,THE WARRIOR PRINCESS," 5' 7"""," 68""",0.0, Orthodox," Jun 26, 1996",5.81,6.49,39.0,52.0,1.69,66.0,64.0,0.0
248,Alan Belcher, 18-8-0,THE TALENT," 6' 2"""," 75""",0.9, Orthodox," Apr 24, 1984",2.7,3.1,41.0,59.0,0.44,26.0,55.0,0.9
249,Vitor Belfort, 26-14-0 (1 NC),THE PHENOM," 6' 0"""," 74""",0.6, Southpaw," Apr 01, 1977",1.59,2.83,46.0,50.0,1.02,60.0,53.0,0.6
250,Danilo Belluardo, 12-5-0,CATERPILLAR," 6' 0"""," 74""",0.0, Southpaw," Jul 21, 1994",1.52,4.79,61.0,41.0,3.5,100.0,50.0,0.0
251,Joey Beltran, 17-14-0 (1 NC),THE MEXICUTIONER," 6' 1"""," 75""",0.0, Orthodox," Dec 08, 1981",4.92,5.27,36.0,54.0,0.48,18.0,75.0,0.0
252,Marco Beltran, 8-6-0,PSYCHO," 5' 8"""," 69""",0.2, Orthodox," May 18, 1986",2.07,1.93,37.0,63.0,0.7,50.0,46.0,0.2
253,Joseph Benavidez, 28-8-0,," 5' 4"""," 65""",0.6, Southpaw," Jul 31, 1984",3.52,2.67,34.0,61.0,1.41,30.0,62.0,0.6
254,Mike Bencic, 1-2-0,BATMAN," 6' 0""", --,0.0, Orthodox, --,0.0,3.32,0.0,53.0,0.0,0.0,0.0,0.0
255,Dave Beneteau, 6-5-1,DANGEROUS," 6' 2""", --,0.0, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,Karla Benitez, 14-11-1 (1 NC),," 5' 3""", --,0.0,, --,0.0,2.4,0.0,57.0,0.0,0.0,100.0,0.0
257,Gabriel Benitez, 22-9-0,MOGGLY," 5' 8"""," 71""",1.2, Southpaw," Jun 15, 1988",4.38,3.26,38.0,70.0,0.17,50.0,56.0,1.2
258,Charles Bennett, 30-33-2,KRAZY HORSE," 5' 8""", --,2.0, Orthodox," Nov 23, 1979",1.39,1.35,39.0,64.0,2.02,100.0,36.0,2.0
259,Josh Bennett, 11-14-0,," 6' 4""", --,0.0, Orthodox, --,2.9,5.8,40.0,43.0,1.5,100.0,100.0,0.0
260,DeAnna Bennett, 8-3-1,THE ARGENTINE ASSASSIN," 5' 4"""," 68""",1.0, Orthodox," Nov 18, 1984",3.13,3.27,58.0,58.0,0.0,0.0,0.0,1.0
261,Lance Benoist, 7-2-0,," 5' 11"""," 72""",0.0, Southpaw," Aug 26, 1988",3.68,2.7,51.0,56.0,1.5,33.0,61.0,0.0
262,Joe Benoit, 11-4-0,," 5' 9""", --,0.0, Orthodox," Mar 12, 1982",0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
263,Ryan Benoit, 10-7-0,BABY FACE," 5' 5"""," 68""",0.5, Orthodox," Aug 25, 1989",2.95,3.4,41.0,60.0,0.33,25.0,70.0,0.5
264,Pat Benson, 3-5-3,," 5' 9""", --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Len Bentley, 10-6-0,," 5' 9""", --,0.0,," Nov 30, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,Steve Berger, 21-23-2 (1 NC),THE RED NOSED PITBULL," 5' 11""", --,1.7, Orthodox," May 20, 1973",1.0,3.26,27.0,36.0,0.84,40.0,16.0,1.7
267,Kenneth Bergh, 8-0-0 (1 NC),," 6' 2"""," 74""",0.0, Orthodox," Jun 26, 1989",4.56,1.27,75.0,28.0,0.0,0.0,0.0,0.0
268,Bret Bergmark, 6-1-1,THE ANGRY HICK," 5' 9""", --,4.2,," Nov 24, 1973",2.78,2.78,52.0,37.0,4.17,100.0,50.0,4.2
269,Keith Berish, 5-1-0 (1 NC),SHA BANG BANG," 6' 0""", --,0.0, Orthodox," Nov 14, 1985",3.58,4.81,36.0,62.0,1.76,40.0,0.0,0.0
270,Dennis Bermudez, 17-9-0,THE MENACE," 5' 6"""," 66""",1.1, Orthodox," Dec 13, 1986",4.42,3.07,46.0,59.0,3.89,40.0,82.0,1.1
271,Manny Bermudez, 14-2-0,THE BERMUDEZ TRIANGLE," 5' 10"""," 71""",3.1, Orthodox," Jul 16, 1994",2.92,2.68,61.0,46.0,3.06,54.0,0.0,3.1
272,Talita Bernardo, 6-4-0,," 5' 4"""," 68""",0.5, Orthodox," Mar 04, 1987",3.12,4.04,42.0,55.0,1.62,22.0,28.0,0.5
273,Dave Berry, 0-1-0,, --, --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,Keith Berry, 15-14-1 (1 NC),," 6' 1""", --,0.0,," Oct 25, 1987",0.27,6.27,12.0,28.0,0.0,0.0,0.0,0.0
275,Dieusel Berto, 0-3-0,," 5' 9""", --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,Edson Berto, 17-12-1,LITTLE TIGER," 5' 6""", --,2.7, Orthodox," Jul 05, 1983",1.76,4.62,36.0,47.0,5.47,40.0,0.0,2.7
277,Allen Berube, 4-3-0,MONSTAH LOBSTAH," 5' 8""", --,3.4, Orthodox," Aug 25, 1974",0.92,0.92,80.0,33.0,6.87,100.0,0.0,3.4
278,Anton Berzin, 5-1-0,THE BODY SNATCHER," 6' 2""", --,1.0, Orthodox," Sep 29, 1989",4.4,6.8,46.0,67.0,2.0,28.0,0.0,1.0
279,Scott Bessac, 4-6-0,," 6' 4""", --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Matt Bessette, 22-9-0 (1 NC),THE MANGLER," 5' 10"""," 70""",0.3, Orthodox," Dec 28, 1984",4.36,4.45,41.0,58.0,0.64,28.0,61.0,0.3
281,Khadzhi Bestaev, 10-4-0,BEST," 6' 6"""," 76""",0.0,," Jul 16, 1988",6.15,10.0,29.0,43.0,0.0,0.0,0.0,0.0
282,Fernando Bettega, 7-5-0,, --, --,0.0,," Mar 10, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Arjan Bhullar, 9-1-0,," 6' 1"""," 75""",0.0, Orthodox," May 13, 1986",2.33,3.25,56.0,59.0,1.73,75.0,100.0,0.0
284,KB Bhullar, 8-2-0,THE BENGAL," 6' 4"""," 78""",0.0, Switch," Oct 12, 1991",4.31,5.39,49.0,45.0,0.0,0.0,0.0,0.0
285,Bibulatov Magomed, 14-2-0,CHABORZ," 5' 5"""," 65""",0.0, Orthodox," Aug 22, 1988",3.6,1.83,51.0,52.0,2.85,40.0,75.0,0.0
286,David Bielkheden, 24-12-0,," 5' 10"""," 71""",0.0, Orthodox," Jun 06, 1979",1.11,1.64,57.0,54.0,2.65,63.0,14.0,0.0
287,Jeremiah Billington, 11-2-0,," 5' 9""", --,0.0, Orthodox," Nov 14, 1977",1.6,7.06,62.0,35.0,0.0,0.0,50.0,0.0
288,Scott Bills, 7-9-1,," 5' 10""", --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,Anthony Birchak, 16-8-0,EL TORO," 5' 8"""," 69""",0.5, Orthodox," May 16, 1986",3.93,3.67,36.0,56.0,0.48,14.0,61.0,0.5
290,Chris Birchler, 7-4-0,THE BIG BUCK," 6' 3""", --,0.0, Switch," Jun 05, 1987",9.35,14.83,46.0,35.0,0.0,0.0,0.0,0.0
291,Michael Bisping, 30-9-0,THE COUNT," 6' 1"""," 75""",0.3, Orthodox," Feb 28, 1979",4.33,2.71,38.0,65.0,1.05,43.0,63.0,0.3
292,Amaury Bitetti, 5-2-0,," 5' 9""", --,0.0, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Caio Bittencourt, 14-6-0,," 6' 0""", --,0.0,," May 22, 1997",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Simon Biyong, 7-1-0,, --, --,0.0,," Apr 05, 1991",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Jan Blachowicz, 28-8-0,," 6' 2"""," 78""",0.2, Orthodox," Feb 24, 1983",3.59,2.79,49.0,53.0,1.18,53.0,65.0,0.2
296,Jason Black, 23-4-1,THE BLACK LEGION," 5' 8""", --,6.2, Orthodox," Jul 15, 1972",1.06,2.6,47.0,45.0,0.48,33.0,28.0,6.2
297,Brad Blackburn, 18-13-1 (1 NC),BAD BRAD," 5' 10"""," 73""",0.7, Orthodox," May 25, 1977",4.55,3.59,35.0,65.0,0.93,50.0,76.0,0.7
298,Jason Blackford, 3-3-0,, --, --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Tom Blackledge, 10-7-0,, --, --,0.0, Orthodox, --,2.91,2.55,61.0,46.0,0.0,0.0,75.0,0.0
300,Sherrard Blackledge, 5-1-0,THE THRILLER," 5' 11"""," 75""",0.0, Orthodox," Aug 16, 1993",3.7,3.13,49.0,55.0,4.0,33.0,42.0,0.0
301,Erin Blanchfield, 6-1-0,COLD BLOODED," 5' 4"""," 66""",0.0, Orthodox," May 04, 1999",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,Maximo Blanco, 12-8-1 (1 NC),MAXI," 5' 8"""," 71""",0.3, Orthodox," Oct 16, 1983",4.11,3.19,44.0,66.0,1.85,36.0,63.0,0.3
303,David Blanco, 2-0-0,," 5' 7""", --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,Curtis Blaydes, 14-3-0 (1 NC),RAZOR," 6' 4"""," 80""",0.0, Orthodox," Feb 18, 1991",3.59,1.7,53.0,57.0,6.64,54.0,33.0,0.0
305,Arlene Blencowe, 9-6-0,ANGERFIST," 5' 5""", --,0.6,," Apr 11, 1983",2.31,2.1,43.0,43.0,0.0,0.0,55.0,0.6
306,Byron Bloodworth, 6-3-0,," 5' 8""", --,0.0, Orthodox," Aug 16, 1983",1.82,5.18,28.0,50.0,0.0,0.0,0.0,0.0
307,Dashawn Boatwright, 3-1-0,"BUCK, THE 400-POUND SILVERBACK"," 6' 0""", --,0.0, Orthodox," Feb 29, 1988",0.0,52.5,0.0,12.0,0.0,0.0,0.0,0.0
308,Dan Bobish, 17-9-0,," 6' 2""", --,1.6, Southpaw," Jan 26, 1970",2.06,1.74,44.0,34.0,2.44,42.0,0.0,1.6
309,Mark Bocek, 12-5-0,," 5' 8"""," 75""",1.3, Orthodox," Oct 24, 1981",2.34,2.32,43.0,60.0,3.65,36.0,31.0,1.3
310,Kyle Bochniak, 8-5-0,KILLER B," 5' 7"""," 70""",0.0, Orthodox," Feb 05, 1987",2.63,5.11,31.0,58.0,1.14,15.0,62.0,0.0
311,James Bochnovic, 8-3-0,," 6' 4"""," 81""",0.0, Orthodox," Feb 13, 1989",0.65,3.64,26.0,21.0,0.0,0.0,0.0,0.0
312,Jeremy Boczulak, 0-2-0,, --, --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Tim Boetsch, 21-13-0,THE BARBARIAN," 6' 0"""," 74""",0.8, Orthodox," Jan 28, 1981",2.93,2.9,50.0,57.0,1.45,34.0,59.0,0.8
314,Galore Bofando, 5-3-0,," 5' 11"""," 72""",0.0, Switch," May 22, 1982",3.63,3.63,45.0,54.0,2.37,100.0,50.0,0.0
315,Jay Bogan, 6-6-0,, --, --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,Roman Bogatov, 10-1-0,," 5' 8"""," 73""",0.0, Orthodox," Dec 15, 1990",3.33,4.4,42.0,44.0,1.0,9.0,50.0,0.0
317,Derek Bohi, 8-5-0,MARSHMALLOW," 6' 4""", --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,Jerry Bohlander, 11-4-0,," 5' 11""", --,0.0, Orthodox," Feb 12, 1974",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,Mandy Bohm, 7-0-0 (1 NC),MONSTER," 5' 6""", --,0.0,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,Kotetsu Boku, 25-11-2,," 5' 9""", --,0.0, Orthodox," May 27, 1977",2.47,2.8,42.0,53.0,0.0,0.0,0.0,0.0
321,Kyle Bolt, 8-4-0,," 6' 2""", --,0.0,, --,7.27,7.27,52.0,45.0,0.0,0.0,0.0,0.0
322,Denys Bondar, 12-1-0,PSYCHO," 5' 6""", --,0.0, Orthodox," Jun 27, 1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,Luc Bondole, 5-2-2,," 6' 2""", --,1.8,, --,3.35,2.04,51.0,62.0,0.0,0.0,0.0,1.8
324,Tony Bonello, 16-3-1 (1 NC),THE GUN," 6' 2""", --,0.0,, --,0.62,12.62,33.0,10.0,0.0,0.0,0.0,0.0
325,Jesse Bongfeldt, 16-5-1,WATER," 6' 0""", --,0.0, Orthodox," Aug 28, 1980",2.91,1.01,62.0,50.0,1.51,33.0,33.0,0.0
326,Marcos Bonilla, 4-4-0,MURDER MARX," 5' 10""", --,0.0,, --,0.47,0.47,12.0,94.0,0.0,0.0,0.0,0.0
327,Stephan Bonnar, 15-9-0,THE AMERICAN PSYCHO," 6' 4"""," 79""",1.0, Orthodox," Apr 04, 1977",2.76,3.01,38.0,52.0,1.32,40.0,60.0,1.0
328,Rogerio Bontorin, 17-3-0 (1 NC),," 5' 5"""," 67""",1.2, Orthodox," Apr 25, 1992",2.82,3.41,53.0,43.0,1.68,43.0,51.0,1.2
329,Ray Borg, 13-5-0,THE TAZMEXICAN DEVIL," 5' 4"""," 63""",1.0, Orthodox," Aug 04, 1993",1.52,1.93,52.0,48.0,3.89,50.0,46.0,1.0
330,Igor Borisov, 1-1-0,," 6' 0""", --,0.0, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,Calen Born, 7-1-0,," 5' 8"""," 72""",0.0, Switch," May 24, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,Caio Borralho, 8-1-0 (1 NC),," 6' 1""", --,0.0,," Jan 16, 1993",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
